"","id.sample_local_c","oc_usda.c729_w.pct","c.tot_usda.a622_w.pct","n.tot_usda.a623_w.pct","s.tot_usda.a624_w.pct","ph.h2o_usda.a268_index","bd_usda.a4_g.cm3","clay.tot_usda.a334_w.pct","silt.tot_usda.c62_w.pct","sand.tot_usda.c60_w.pct","caco3_usda.a54_w.pct","efferv_usda.a479_class","cec_usda.a723_cmolc.kg","ca.ext_usda.a722_cmolc.kg","mg.ext_usda.a724_cmolc.kg","k.ext_usda.a725_cmolc.kg","na.ext_usda.a726_cmolc.kg","wr.33kPa_usda.a415_w.pct","wr.1500kPa_usda.a417_w.pct","al.dith_usda.a65_w.pct","p.ext_usda.a652_mg.kg","p.ext_usda.a1070_mg.kg","k.ext_usda.a1065_mg.kg","ec_usda.a364_ds.m"
"142","65115",0.5,NA,0.09,NA,7.66,NA,32.6,12.6,54.8,NA,NA,7.1,8.6,1.9,0.1,0,NA,4.9,NA,NA,NA,NA,NA
"143","65116",0.4,NA,0.06,NA,8.09,NA,31.1,11.4,57.5,NA,NA,6.6,9.4,1.9,0.1,0,NA,6.5,NA,NA,NA,NA,NA
"144","65117",0.3,NA,0.06,NA,8.07,NA,35.9,11.2,52.9,NA,NA,6.7,8,2,0.1,0,NA,6.5,NA,NA,NA,NA,NA
"145","65118",0.3,NA,0.06,NA,8.08,NA,37.6,10.7,51.7,NA,NA,6.8,7.5,2.2,0.1,0,NA,18.3,0.1,NA,NA,NA,NA
"146","65119",0.2,NA,0.06,NA,8.11,NA,36.2,12,51.8,NA,NA,5.6,5.6,1.8,0,0,NA,18.3,0.1,NA,NA,NA,NA
"147","65120",0.2,NA,0.05,NA,7.99,NA,35,14,51,NA,NA,5.2,5.4,1.4,0,0.1,32,18.8,0.1,NA,NA,NA,NA
"148","65121",1.6,NA,0.12,NA,6.66,NA,16.8,35.4,47.8,NA,NA,9.6,6.8,2.5,0.3,0,32,18.8,0.1,NA,NA,NA,NA
"149","65122",0.9,NA,0.12,NA,5.27,NA,24.3,35.6,40.1,NA,NA,8.3,2.4,1.6,0.2,0.1,36.2,20.4,0.2,NA,NA,NA,NA
"150","65123",0.8,NA,0.09,NA,5.72,NA,49.9,22,28.1,NA,NA,13.9,2.6,2.9,0.3,0.1,36.2,20.4,0.2,NA,NA,NA,NA
"151","65124",0.4,NA,0.11,NA,4.8,NA,68.4,27.9,3.7,NA,NA,34.8,8,10.8,0.8,0.5,36.4,27.4,0.8,NA,NA,NA,NA
"152","65125",0.3,NA,0.08,NA,4.75,NA,63.1,32.1,4.8,NA,NA,31.2,7.5,9.8,0.8,0.5,36.4,27.4,0.8,NA,NA,NA,NA
"153","65126",0.2,NA,0.1,NA,4.75,NA,52.9,44.4,2.7,NA,NA,29.7,7.7,10.3,0.7,0.5,5.4,NA,0.1,16.3,NA,NA,NA
"154","65127",0.2,NA,0.09,NA,4.81,NA,46.6,49.4,4,NA,NA,30.5,8.7,10.7,0.7,0.6,5.4,NA,0.1,16.3,NA,NA,NA
"155","65128",0.9,NA,0.09,NA,6.58,NA,7.1,15.8,77.1,NA,NA,6.1,4.4,1.2,0.3,0,7,NA,0.1,5.8,NA,NA,NA
"156","65129",0.9,NA,0.08,NA,6.73,NA,8.6,18,73.4,NA,NA,6.8,5.6,1.2,0.1,0,7,NA,0.1,5.8,NA,NA,NA
"157","65130",0.7,NA,0.08,NA,6.68,NA,8,18.2,73.8,NA,NA,5.7,4.4,1,0.1,0,8.9,NA,0.1,1.9,NA,NA,NA
"158","65131",0.3,NA,0.07,NA,6.13,NA,21.4,13.9,64.7,NA,NA,8.6,2.8,2.7,0.1,0,8.9,NA,0.1,1.9,NA,NA,NA
"159","65132",0.3,NA,0.05,NA,5.88,NA,27.2,13.5,59.3,NA,NA,9.8,2.7,3.3,0.1,0,NA,12,0.2,1.4,NA,NA,NA
"160","65133",0.4,NA,0.07,NA,4.92,NA,3.6,21.2,75.2,NA,NA,1.4,0.4,0.1,0,0,NA,12,0.2,1.4,NA,NA,NA
"161","65134",0.3,NA,0.05,NA,4.68,NA,4.2,22,73.8,NA,NA,1.3,0.2,0,0,0,NA,16.1,0.2,1.1,NA,NA,NA
"162","65135",0.2,NA,0.05,NA,5.03,NA,4.2,22.5,73.3,NA,NA,1.2,0.2,0,0,0,NA,16.1,0.2,1.1,NA,NA,NA
"163","65137",0.4,NA,0.06,NA,6.19,NA,4.8,21.8,73.4,NA,NA,2,1.7,0.4,0.1,0,22.5,16.7,0.2,1.7,NA,NA,NA
"164","65138",0.4,NA,0.04,NA,6.02,NA,6.8,22.1,71.1,NA,NA,2.4,1.9,0.5,0,0,22.5,16.7,0.2,1.7,NA,NA,NA
"165","65139",0.2,NA,0.04,NA,6.06,NA,7.9,23.7,68.4,NA,NA,2,1.2,0.4,0,0,21.2,16.5,0.3,1.8,NA,NA,NA
"166","65140",0.2,NA,0.05,NA,6.03,NA,14.1,24,61.9,NA,NA,2.4,1.3,0.7,0,0,21.2,16.5,0.3,1.8,NA,NA,NA
"167","65141",0.2,NA,0.06,NA,4.86,NA,25.7,22.7,51.6,NA,NA,4.1,1.2,0.8,0.1,0,20.8,16.7,0.3,2,NA,NA,NA
"168","65142",0.2,NA,0.07,NA,5.06,NA,30.7,20.9,48.4,NA,NA,4.6,1.3,1.2,0.1,0,20.8,16.7,0.3,2,NA,NA,NA
"169","65143",0.2,NA,0.06,NA,5.16,NA,28.9,24.4,46.7,NA,NA,4.6,1.6,1.2,0.1,0,20.9,16.4,0.3,1,NA,NA,NA
"170","65144",0.1,NA,0.05,NA,5.28,NA,23.6,28.6,47.8,NA,NA,3.8,1.5,1,0.1,0,20.9,16.4,0.3,1,NA,NA,NA
"171","66561",0.118,0.54771,0.05783,18.38044,7.82,1.07946,11.49839,23.8,64.7,2.34969,"strong",0.94522,288.10479,0.16192,0.02313,0.04626,13.36625,1.40357,0,6.21156,NA,NA,2.06
"172","66566",0.14,1.33562,0.02954,0.02139,8.6,1.65985,12.45055,31.8,55.7,9.99849,"violent",9.95965,44.66381,3.51422,0.9023,0.64111,12.43144,5.34826,0.02066,40.25203,NA,NA,3.08
"173","66567",0.052,1.06327,0.04903,0.21449,8.02,1.38978,13.08541,28.3,58.6,8.40003,"violent",9.07148,48.62067,3.49993,0.70945,0.73309,13.64296,6.56566,0.01607,15.00425,NA,NA,1.39
"174","66568",0.0548,1.51553,0.03676,0.48203,8.03,1.36342,18.53286,23.4,58.1,12.20928,"violent",6.16205,74.73428,2.88251,0.25779,2.06228,15.26861,7.12809,0.0166,4.1769,NA,NA,2.58
"175","66571",0.3864,1.52644,0.09124,2.98009,8.61,NA,14.08675,59.6,26.3,9.52834,"violent",5.25389,109.83482,82.13609,4.72847,202.96399,23.53837,8.23261,0.03398,43.13802,NA,NA,61.6
"176","66572",0.5,2.38853,0.06821,2.40817,8.73,1.11219,24.26838,69.6,6.1,15.74915,"violent",11.3196,112.90119,56.04275,5.32598,105.60796,34.35562,14.45616,0.05373,37.83821,NA,NA,42.4
"177","66575",0.3072,1.35235,0.00504,0.48104,8.75,1.37455,3.15808,29.9,66.9,8.69064,"violent",4.35254,62.20297,8.70842,0.9676,11.28869,8.43958,2.82108,0,3.1565,NA,NA,7.79
"178","66746",0.77,0.76709,0.0434,0,5.67,NA,5.51617,20.5,74,NA,"none",4.97138,1.47137,0.49837,0.28478,0.0712,12.96417,4.29799,0.08739,NA,NA,NA,NA
"179","66763",2.14,2.14136,0.16055,0,5.49,NA,7.33705,36,56.7,NA,"none",11.89962,3.27475,0.47119,0.14136,0.07068,24.3609,8.99149,0.8515,NA,NA,NA,NA
"180","66794",2.94,2.94319,0.17979,0.01351,4.82,0.94608,7.19855,46.4,46.4,NA,"none",19.29747,2.10011,0.35797,0.45343,0,30.31226,11.09626,0.56674,NA,NA,NA,NA
"181","67417",0.42,0.42369,0.05422,0.00803,5.94,NA,2.72859,10.2,87.1,NA,"none",1.70791,1.01126,0.38729,0.17213,0,NA,2.11864,0.04903,62.58988,NA,NA,NA
"182","67426",2.75,2.74746,0.22785,0.01933,6.11,NA,7.88497,27.7,64.4,NA,"none",10.44074,7.08412,2.11633,0.60148,0,NA,7.8733,0.0929,97.60033,NA,NA,NA
"183","67434",1.51,1.51411,0.14653,0.02035,6.7,1.63026,15.13411,38.4,46.5,NA,"none",9.25247,7.34872,2.25421,0.47338,0,NA,7.55337,0.10583,54.08277,NA,NA,NA
"184","67443",2.27,2.27393,0.18687,0.01727,5.95,NA,4.96352,8.9,86.1,NA,"none",9.43241,5.91572,1.85418,0.28696,0,NA,5.90129,0.07194,61.85016,NA,NA,NA
"185","67908",0.76,0.75978,0.07356,0.01209,5.67,1.52649,7.48835,20.1,72.4,NA,"none",6.0119,2.36712,0.95149,0.41773,0,9.25768,3.56112,0.02445,7.20484,NA,NA,NA
"186","67909",0.58,0.57947,0.07659,0.00806,5.45,1.74348,8.41013,20.2,71.4,NA,"none",5.23672,2.55086,0.69569,0.27828,0,9.26784,3.7464,0.02719,3.54737,NA,NA,NA
"187","67910",0.79,0.788,0.07007,0.01117,5.72,1.52011,16.58439,17.9,65.5,NA,"none",9.33368,5.94693,1.59378,0.30924,0,13.60096,6.54685,0.05996,1.49273,NA,NA,NA
"188","67915",2.28,2.28165,0.18822,0.02614,5.9,1.3704,40.41905,54.4,5.2,NA,"none",28.73714,18.59485,7.09288,0.67095,0.07189,34.94968,18.36115,0.20739,4.31862,NA,NA,NA
"189","67916",1.2,1.19668,0.11649,0.018,6.08,1.24024,47.78004,50.6,1.6,NA,"none",33.45159,22.7167,8.24762,0.6436,0.09535,43.20388,21.32353,0.25398,1.32376,NA,NA,NA
"190","67922",1.86,1.85802,0.17563,0.02979,6.43,1.33236,22.44962,71.8,5.8,NA,"none",19.35712,11.89559,2.93918,1.45802,0,23.89937,10.20408,0.07046,6.7583,NA,NA,NA
"191","67927",0.1728,0.27284,0.02075,0.03216,8.4,1.2783,20.84186,69.6,9.6,0.81358,"slight",22.55028,26.58376,6.74837,1.97631,1.7835,25.3012,11.57233,0.05211,39.85777,NA,NA,NA
"192","68927",0.5,0.50163,0.0367,0.00102,5.54,1.69337,8.95634,80.8,10.2,NA,"none",10.80691,4.86315,2.63421,0.1576,0,NA,6.39148,0.15464,NA,NA,NA,NA
"193","68929",0.14,0.1371,0.02843,0.00305,6.71,1.65073,10.27845,51.7,38,NA,"none",6.75994,5.12054,3.90244,0.13534,0,NA,4.82234,0.10815,NA,NA,NA,NA
"194","68937",1.49,1.48558,0.15891,0.01333,7.16,NA,27.19716,65.3,7.5,NA,"none",14.09631,11.98084,4.90728,0.22105,0,NA,10.41968,0.15481,NA,NA,NA,0.133
"195","68940",0.31,0.31396,0.05956,0.00404,6.01,1.46511,4.79124,32.8,62.4,NA,"none",3.92575,2.03807,0.77535,0.13292,0,NA,3.58306,0.12249,NA,NA,NA,NA
"196","68948",3.13,3.12919,0.1458,0.01937,5.21,1.10377,6.16677,87.7,6.1,NA,"none",14.63626,8.21001,2.63256,0.24541,0,NA,9.12752,0.07783,NA,NA,NA,NA
"197","68949",1.83,1.82916,0.10241,0.02129,6.3,1.17639,6.45891,68.3,25.2,NA,"none",10.35981,9.40595,2.0027,0.13501,0,NA,6.58996,0.06439,NA,NA,NA,NA
"198","68954",7.46,7.46361,0.46257,0.03542,5.72,0.95799,10.89441,81.9,7.2,NA,"none",28.74616,17.37952,5.51058,0.24541,0,NA,19.29825,0.2483,NA,NA,NA,NA
"199","68955",1.54,1.54091,0.11138,0.0092,5.33,0.9636,9.59462,82.1,8.3,NA,"none",14.25186,5.31455,2.75489,0.15184,0,NA,8.3779,0.14629,NA,NA,NA,NA
"200","68962",0.88,0.87546,0.05216,0.0092,6.74,1.49784,10.58951,83.2,6.2,NA,"none",12.76076,13.00692,3.78508,0.1147,0,NA,7.49149,0.11284,NA,NA,NA,NA
"201","68965",0.2332,0.51518,0.02834,0.00607,8.19,1.48365,5.4804,86.9,7.6,2.38528,"strong",6.87967,37.20459,2.23183,0.11159,0,NA,4.84094,0.06748,NA,NA,NA,NA
"202","68968",3.11,3.11435,0.19696,0.01949,5.66,1.15099,10.55553,82.7,6.7,NA,"none",19.169,12.20179,2.60308,0.06973,0,NA,11.74652,0.15336,NA,NA,NA,NA
"203","69158",4.07,4.06696,0.37717,0.04311,6.66,NA,62.92701,33.1,4,NA,"none",61.92536,39.26638,18.96915,1.75408,0.25058,NA,34.11581,0.16595,56.62386,NA,NA,0.823
"204","69159",1.68,1.67733,0.17187,0.00435,6.715,1.0547,67.79608,29.3,2.9,NA,"none",67.00142,44.97117,19.71232,1.01556,0.59892,NA,36.42241,0.14286,14.91319,NA,NA,0.337
"205","69160",1.46,1.45726,0.18733,0.00871,7.4,1.04346,63.55485,33,3.4,NA,"none",67.31389,58.92396,21.4178,0.95079,1.02585,NA,38.23529,0.14921,10.15072,NA,NA,0.63
"206","69164",0.9124,0.91176,0.14178,0.0031,7.59,1.41726,25.94759,39.8,34.3,-0.01879,"none",28.42678,19.0028,10.19307,0.50965,0,NA,13.57234,0.12384,3.37383,NA,NA,0.18
"207","69170",1.23,1.23102,0.1655,0.00204,6.11,1.38891,25.07283,31,43.9,NA,"none",17.42695,11.16197,4.89227,0.56997,0,NA,10.12216,0.12753,10.54283,NA,NA,0.049
"208","69171",0.77,0.76666,0.14107,0,6.39,1.44899,26.48217,26.3,47.2,NA,"none",17.89854,11.92517,5.58613,0.43718,0,NA,9.72763,0.12403,4.9475,NA,NA,0.063
"209","69173",3.57,3.6019,0.34529,0.04213,7.23,0.85639,24.75365,24.9,50.3,0.25233,"none",23.89455,25.40492,5.35324,2.29584,0.03386,NA,16.47635,0.10191,102.47676,NA,NA,0.68
"210","69181",1.576,3.6372,0.19359,0.02253,7.92,1.36877,25.68505,36.1,38.2,17.196,"violent",16.571,59.88894,3.06689,0.53127,0,NA,14.3469,0.06641,7.0675,NA,NA,0.384
"211","69188",3.3664,4.2704,0.34797,0.05765,7.89,1.04207,20.99868,60.1,18.9,7.52612,"slight",24.14033,63.12974,2.13633,1.77627,0,NA,16.38831,0.09918,21.68146,NA,NA,0.594
"212","69189",2.484,5.46247,0.28582,0.04935,7.81,1.15902,29.07319,53.4,17.5,24.80418,"violent",22.30524,66.39027,2.2676,0.78106,0,NA,16.94915,0.04935,4.09197,NA,NA,0.463
"213","69193",2.5892,2.63106,0.30037,0.03097,7.85,1.23779,32.9943,36.5,30.5,0.33876,"none",27.21237,28.70531,4.60608,1.2724,0,NA,15.90214,0.12576,20.00389,NA,NA,0.415
"214","69194",1.0272,1.16761,0.1148,0.02896,8.13,1.35945,35.65053,38.3,26,1.18606,"none",27.0301,41.94197,7.6717,0.88325,0,NA,15.64829,0.13979,3.86789,NA,NA,0.316
"215","69199",3.0032,4.49123,0.32474,0.0337,7.77,1.23907,23.63848,40.2,36.2,12.39083,"strong",16.29279,54.75724,3.682,0.82099,0,NA,14.95778,0.07029,11.7642,NA,NA,0.498
"216","69200",1.9828,5.59176,0.27024,0.04064,8.14,1.15124,30.84338,54.5,14.7,30.05957,"violent",11.06257,53.68816,4.41028,0.30592,0,NA,14.78659,0.04436,0.78228,NA,NA,0.422
"217","69205",1.9628,1.96551,0.19583,0.02153,6.91,1.37329,28.74702,27.8,43.5,0.05806,"none",21.97014,18.30611,2.82798,3.61072,0,NA,13.42201,0.13517,21.26482,NA,NA,0.196
"218","69206",1.0504,1.2447,0.12016,0.0113,7.78,1.43079,28.41261,26,45.6,1.57795,"slight",21.64293,40.85424,3.37073,0.73497,0,NA,13.40206,0.15285,5.66893,NA,NA,0.348
"219","69209",2.31,2.31014,0.24425,0.03284,5.8,1.35883,23.16752,39.5,37.3,NA,"none",20.94674,12.94749,4.59509,1.67556,0,NA,11.22112,0.12572,104.61846,NA,NA,0.192
"220","69210",0.67,0.66721,0.07149,0.00932,7.08,1.38957,34.85087,33.1,32,NA,"none",27.38466,17.22878,9.95155,0.84858,0.05143,NA,15.10015,0.12208,8.57836,NA,NA,0.144
"221","69213",0.0948,0.51126,0.0084,0,8.71,1.09236,3.82682,27.4,68.8,3.4575,"strong",39.85108,43.35654,19.5712,1.37024,4.98975,NA,16.24606,0.08434,12.11497,NA,NA,0.573
"222","69217",1.32,1.32484,0.15894,0.02871,5.87,1.32055,31.21925,37.1,31.7,NA,"none",21.56938,13.34098,4.95882,1.03204,0,NA,12.01983,0.14185,83.06941,NA,NA,0.195
"223","69218",1.03,1.03201,0.11559,0.01135,6.81,1.40878,37.93718,35.2,26.9,NA,"none",25.85219,19.444,6.63265,0.7818,0,NA,15.2459,0.14809,20.0829,NA,NA,0.177
"224","69219",0.9372,1.59133,0.17234,0.01135,7.92,1.43575,38.51659,35.2,26.3,5.44024,"very slight",24.3214,55.45796,7.30645,0.60887,0,NA,16.52542,0.13072,13.12692,NA,NA,0.336
"225","69222",2.05,2.05177,0.20324,0.01634,6.67,1.36498,25.06985,39.4,35.5,NA,"none",18.20299,12.33433,5.19606,1.05939,0.32791,NA,9.64052,0.12902,48.90961,NA,NA,0.174
"226","69223",1.24,1.23885,0.16222,0.01137,6.86,1.44499,38.24766,37,24.8,NA,"none",26.33772,17.96857,9.12607,0.72184,0,NA,15.75758,0.18254,9.88807,NA,NA,0.156
"227","69229",1.57,1.57382,0.2042,0.01753,7.4,NA,33.63807,39,27.4,NA,"none",24.65574,17.24615,7.81193,1.39766,0,NA,14.79714,0.13339,17.39864,NA,NA,0.307
"228","69230",1.132,1.09242,1.16226,0,7.72,NA,43.68216,29.8,26.5,-0.35157,"none",34.08904,21.43494,12.06841,1.64686,0.05146,NA,14.58967,0.16122,5.59761,NA,NA,0.248
"229","69235",1.9,1.90133,0.20605,0.05304,6.11,NA,23.34637,30.2,46.5,NA,"none",18.49699,11.51205,6.45181,0.96145,0,NA,11.65192,0.12019,18.07489,NA,NA,0.411
"230","69236",0.96,0.96248,0.10115,0.01533,7.01,NA,25.01717,29.3,45.7,NA,"none",18.31063,9.88304,8.60616,0.6129,0.10215,NA,10.16949,0.11852,2.18653,NA,NA,0.118
"231","69240",2.2348,2.49793,0.26829,0.0376,7.71,NA,17.16013,34.4,48.4,2.21342,"slight",13.94045,37.43718,1.17441,0.45538,0,NA,10.51829,0.1272,5.97552,NA,NA,0.333
"232","69241",1.7976,3.4783,0.19876,0.03042,8.05,NA,19.43613,43.7,36.9,14.02344,"violent",10.71298,52.30782,1.24021,0.24318,0,NA,11.37725,0.09853,0.56789,NA,NA,0.341
"233","69244",1.7048,1.78912,0.19833,0.03494,7.56,NA,32.37167,21.1,46.5,0.71342,"none",24.95673,30.0405,6.40766,1.38873,0,NA,16.01085,0.15106,39.22506,NA,NA,0.424
"234","69246",4.5532,4.72291,0.47001,0.08197,7.36,NA,39.4222,35.5,25.1,1.38592,"none",33.29812,42.05428,7.97838,2.63461,0,NA,21.82131,0.14716,96.36725,NA,NA,0.636
"235","69247",1.5012,2.34325,0.2271,0.04748,7.86,NA,38.72222,36.6,24.7,6.99436,"violent",26.93505,55.56837,8.68931,1.44022,0,NA,19.66463,0.12164,9.09429,NA,NA,0.465
"236","69514",0.1392,0.95656,0.02313,0.01006,8.32,1.47652,8.52943,41.2,50.3,6.84394,"strong",4.30658,38.89935,1.32559,0.31997,0,NA,3.83142,NA,NA,NA,NA,0.17
"237","69675",5.44,5.44379,0.38635,0.04202,4.8,0.8171,11.19281,24.9,63.9,NA,"none",16.58703,4.60522,0.73265,0.39249,0,NA,13.17204,0.66254,NA,NA,NA,NA
"238","69681",6.16,6.15582,0.3552,0.03398,5.03,NA,7.73726,23.5,68.8,NA,"none",14.17529,2.45123,2.29641,0.23222,0,NA,12.99559,1.31751,NA,NA,NA,NA
"239","69684",7.16,7.16393,0.34964,0.02475,4.59,0.53973,15.70756,24.1,60.2,NA,"none",20.86476,0,0.15511,0.31022,0,NA,17.72575,1.10409,NA,NA,NA,NA
"240","71828",1.8428,2.12105,0.18501,0.0273,7.28,1.50508,20.10875,65.9,14,2.30569,"very slight",12.81414,20.78856,2.18313,0.86619,0,NA,10.19656,0.13429,NA,NA,NA,NA
"241","71829",1.4548,1.71516,0.13661,0.00708,7.58,1.54421,21.66244,65.8,12.5,2.20945,"very slight",12.51169,19.72995,2.16408,0.64462,0,NA,10.24691,0.13306,NA,NA,NA,NA
"242","71835",3.41,3.41309,0.35686,0.02542,6.38,1.21079,19.06961,71.7,9.2,NA,"none",19.26949,16.87747,3.58704,0.57485,0,NA,16.95828,0.12234,NA,NA,NA,NA
"243","71836",1.2,1.1994,0.16296,0.00911,6.71,1.38447,18.15092,75,6.8,NA,"none",11.90867,9.72333,2.27031,0.18346,0,NA,9.76744,0.12213,NA,NA,NA,NA
"244","71848",0.96,0.95939,0.10649,0.00406,5.7,1.50141,22.43362,66.7,10.9,NA,"none",12.46986,7.48758,2.71453,0.45242,0,NA,10.2122,0.14756,NA,NA,NA,NA
"245","71849",0.79,0.79357,0.08423,0.00609,5.61,1.49246,22.94397,66.9,10.2,NA,"none",12.6416,0.50602,0.132,0.17601,0,NA,10.19473,0.15002,NA,NA,NA,NA
"246","71856",1.2,1.19737,0.12257,0.00608,6.98,1.58241,21.61014,57.4,21,NA,"none",12.07946,10.07992,3.50215,0.51634,0,NA,9.72973,0.13709,NA,NA,NA,NA
"247","71862",1.742,2.27281,0.20275,0.01521,7.71,NA,24.27891,44.8,30.9,4.39597,"slight",14.68151,20.57631,5.21499,0.72006,0,NA,11.4106,0.09597,NA,NA,NA,NA
"248","71868",1.27,1.26749,0.12484,0.00604,6.28,1.67792,8.5321,25.4,66.1,NA,"none",7.92939,6.73638,0.95915,1.09299,0,NA,5.52712,0.06359,NA,NA,NA,NA
"249","71875",1.66,1.65647,0.16859,0.01219,6.33,1.61048,36.68223,50.5,12.8,NA,"none",15.61744,11.32736,3.96567,0.65729,0,NA,16.8693,0.14422,NA,NA,NA,NA
"250","71876",1.5,1.49741,0.19938,0.02035,6.47,1.51283,39.78929,47.9,12.3,NA,"none",17.62466,11.75623,4.36977,0.51018,0,NA,17.00508,0.12834,NA,NA,NA,NA
"251","71885",1.37,1.36595,0.14005,0.01421,5.79,1.534,30.02278,51.8,18.2,NA,"none",14.70082,10.09027,3.37102,0.5011,0,NA,15.3048,0.19282,NA,NA,NA,NA
"252","71886",1.26,1.26382,0.13287,0.01116,6,1.63814,29.426,52.6,18,NA,"none",14.16267,9.517,2.64361,0.22988,0,NA,13.62126,0.20624,NA,NA,NA,NA
"253","71896",0.49,0.48759,0.05429,0.01741,5.05,1.47007,49.87156,39.7,10.4,NA,"none",22.6629,11.25535,4.12392,0.36455,0.02278,NA,20.64373,0.29535,NA,NA,NA,NA
"254","71901",1.31,1.31418,0.16934,0.02231,5.94,1.56514,26.44252,54.4,19.2,NA,"none",13.36855,9.06767,2.8378,0.55426,0,NA,12.37113,0.19266,NA,NA,NA,NA
"255","71902",0.78,0.77826,0.11205,0.01528,5.95,1.6356,35.33806,48.5,16.2,NA,"none",16.31124,11.24388,3.76404,0.28954,0,NA,14.7027,0.22071,NA,NA,NA,NA
"256","71909",0.63,0.63108,0.07171,0.00615,6.45,1.47762,51.97312,36.4,11.6,NA,"very slight",20.0415,16.68325,7.18372,0.18905,0,NA,19.59379,0.24588,NA,NA,NA,NA
"257","71915",1.14,1.14105,0.1135,0.01925,6.26,1.48765,28.07284,57.5,14.4,NA,"none",14.3946,9.90767,3.46651,0.39818,0,NA,11.58129,0.15809,NA,NA,NA,NA
"258","71916",1.03,1.02992,0.1186,0.01318,6.53,1.64177,28.88521,57.5,13.6,NA,"none",14.84185,10.85107,3.96112,0.28808,0,NA,12.02128,0.16895,NA,NA,NA,NA
"259","72890",4.15,4.15277,0.3912,0.05182,4.71,1.07276,10.18657,37.8,52,NA,"none",10.76355,6.45333,2.53683,0.91237,0,NA,12.32,0.16071,NA,NA,NA,NA
"260","72899",1.89,1.89191,0.21437,0.02528,4.66,1.07404,11.63943,40.5,47.9,NA,"none",6.51956,1.96144,0.73554,0.33434,0,NA,8.50622,0.27976,NA,NA,NA,NA
"261","72911",1.96,1.96306,0.23789,0.02237,4.86,1.33463,21.97935,52.1,25.9,NA,"none",10.80932,4.63924,1.5171,0.61563,0,NA,11.49826,0.31854,NA,NA,NA,NA
"262","72922",3.39,3.38939,0.31472,0.03679,5.55,1.12354,23.50953,43.2,33.3,NA,"none",15.17461,9.91187,3.75105,0.86388,0,NA,15.33865,0.26056,NA,NA,NA,NA
"263","72929",1.91,1.91315,0.18635,0.02431,6.71,1.42097,14.95816,65.9,19.1,NA,"none",7.50559,6.618,2.62438,0.04564,0,NA,7.61636,0.2667,NA,NA,NA,NA
"264","72930",0.48,0.47545,0.07672,0.01514,6.7,1.62906,18.16234,64.9,16.9,NA,"none",4.17021,2.67399,1.25561,0.02325,0,NA,6.89655,0.24395,NA,NA,NA,NA
"265","72938",2.77,2.77306,0.23862,0.00812,6.37,1.34528,25.39025,62.4,12.2,NA,"none",10.62069,11.0594,1.37119,0.80922,0,NA,12.44926,0.26062,NA,NA,NA,NA
"266","72939",0.95,0.95234,0.11121,0,6.39,1.29002,24.87897,64,11.1,NA,"none",6.01917,5.50273,0.79558,0.1547,0,NA,9.1442,0.23253,NA,NA,NA,NA
"267","72951",5.428,5.92068,0.39033,0.05239,7.1,1.58677,14.08519,46.7,39.2,4.10298,"slight",18.95287,48.3566,1.5851,0.1786,0,NA,12.38938,0.15134,NA,NA,NA,NA
"268","73156",2.85,2.84533,0.19731,0.05464,6.3,1.27329,5.76225,11.9,82.3,NA,"none",9.47417,8.31489,0.86939,0.51271,0,11.32191,5.7554,0.0683,NA,NA,NA,NA
"269","73157",1.7,1.6976,0.13229,0.03636,6.12,1.09989,5.43421,12.6,82,NA,"none",7.65769,6.22754,0.69947,0.45127,0,10.19979,4.7546,0.06531,NA,NA,NA,NA
"270","73769",5.13,5.13111,0.43763,0,6.42,1.06032,22.02143,49.4,28.6,NA,"none",34.7449,27.56701,3.5453,2.29536,0.11363,NA,20.7483,0.14193,NA,NA,NA,NA
"271","73776",0.22,0.22087,0.01659,0,6.95,NA,24.30987,56.2,19.5,NA,"none",15.75477,11.31771,18.3971,0,0.23287,NA,12.92074,0.28516,NA,NA,NA,NA
"272","73863",1.16,1.15505,0.12743,0.00612,4.74,1.07231,11.5665,42.7,45.7,NA,"none",8.77019,0,0.04452,0,0,NA,7.5718,0.40099,NA,NA,NA,NA
"273","74756",4.76,4.76272,0.26978,0.00811,5.47,NA,5.67256,19.3,75,NA,"none",13.31971,10.45059,1.04734,0.04554,0.04554,NA,13,0.10943,NA,NA,NA,NA
"274","74757",2.9,2.89833,0.16781,0.00708,5.43,1.41979,4.11407,23.9,72,NA,"none",8.96172,5.14332,0.63442,0.13595,0,NA,9.12548,0.15188,NA,NA,NA,NA
"275","74764",4.16,4.1614,0.3506,0.01529,5.99,1.24431,18.3698,79.4,2.2,NA,"none",20.05954,16.97474,2.49948,0.30428,0,NA,12.81669,NA,NA,NA,NA,NA
"276","74771",6.88,6.87771,0.44197,0.03897,4.48,NA,10.50919,48.7,40.8,NA,"none",23.36073,10.0703,1.98321,0.17629,0,NA,18.14255,0.17535,NA,NA,NA,NA
"277","74772",1.31,1.30749,0.1093,0,5,NA,7.37247,36.7,55.9,NA,"none",8.41251,1.99159,0.47526,0.06789,0,NA,6.06796,0.2056,NA,NA,NA,NA
"278","74781",8.14,8.13801,0.40984,0.02638,4.58,NA,3.30736,14.2,82.5,NA,"none",13.97089,3.05911,0.62069,0.35468,0,NA,21.34387,0.04844,NA,NA,NA,NA
"279","74782",0.59,0.59021,0.07415,0,4.49,NA,0.24283,11.3,88.5,NA,"none",1.51125,0.06519,0.06519,0.04346,0,NA,2.85987,0.01206,NA,NA,NA,NA
